ID,Username,CreateDate,Biased,Keyword,Text
1346079197991723008,S729Noles,2021-01-04 13:01:04+00:00,0,Israel,"@GMOfreeGinger @Noahpinion That is a blatantly racist and antisemitic comment. It also flashes your ignorance of history, the Oslo accords, and the current government issues in Israel. Go learn something instead of slandering Jews."
1116365496985837570,TheWeilerSide,2019-04-11 15:40:50+00:00,0,Jews,RT @elivalley: Here's Donald Trump's visit to Republican Jews. cc @RJC https://t.co/2xgdK0GKJA
1574086279305781251,yiannis_george,2022-09-25 17:19:48+00:00,0,Israel,"RT @AnastasiadesCY: Happy #RoshHashanah to all our Jewish friends in Cyprus, Israel and around the world! #ShanahTovah!"
1644909176219377668,HOSSh1434,2023-04-09 03:44:43+00:00,0,Israel,Fight Show LivE\n\nWatch T  UFC 287 Fight Tonight | Alex Pereira vs. Israel Adesanya Live Stream Free Online for all the action.\n \nHDTV Link 1 = @streasport\n\nLink 2 = @streasport\n\nStream Fight Show Fight tonight  \n\n#UFC287 https://t.co/FYgPEy2xkW
1458036894860775426,MikePerreault11,2021-11-09 11:40:59+00:00,0,Jews,@jasonh123456 @nypost Lack of empathy in everyone who has taken that poison shot. The vaxxed are the new Nazis and us unvaxxed are the Jews.
1637769312697200640,chrysostrom,2023-03-20 10:53:27+00:00,1,Jews,Holocaust survivor? He worked for the Nazis and turned in his fellow Jews… https://t.co/4PcSC68Ge7
1129779819389038593,TarekFatah,2019-05-18 16:04:33+00:00,0,Jews,"Whipping up the fury of the Iranian masses against Saudi Arabia, the Jews and the great Satan. https://t.co/YB889J4cqx"
1446009667751223297,Wordsmith_Manda,2021-10-07 03:09:05+00:00,0,Israel,"One of the simplest, least disruptive, least divisive, AND most effective steps we can take to fight climate change is plant more trees.  I'm fully in favour*  (*But not pines in Israel!)"
1559625650260119552,ShamaAh88661370,2022-08-16 19:38:26+00:00,0,Israel,"@adilray @mrjamesob Keir Starmer supports Israel unconditionally. He will never stop Israeli atrocities against Palestinian men, women and children.   https://t.co/XGo1SPChDM"
1207312094540042241,CST_UK,2019-12-18 14:50:08+00:00,0,Jews,"Two teens arrested over #antisemitic assault on Rabbi, where the attackers shouted �F*** Jews�, �Dirty Jew� and �Kill the Jews� https://t.co/t7kbAlGdkT"
1599547377534181376,ItsJSto,2022-12-04 23:33:07+00:00,0,Jews,RT @QasimRashid: Trump: •Says Nazis are very fine people •Accuses Jews of dual loyalty •Happily has dinner w/Nazis •Wants to suspend Constitution just as Hitler did in Nazi Germany  GOP:Antisemitism has no place in GOP…unless Trump is our nominee…in which case we’ll make an exception…again
1297586994328080386,murphie4success,2020-08-23 17:30:22+00:00,0,Israel,Israel has been bombing Gaza for 8 consecutive nights! The silence from the media and  international community is shameful #GazaUnderAttack
1293742601384927240,NotAFurby,2020-08-13 02:54:07+00:00,0,Jews,"@travis_view @julianfeeld @RealRockatansky Come on, guys, Im Jewish too.  If yall are going to be making lists of Jews, youd better not forget me."
1240883925096030208,Futatimbo,2020-03-20 06:12:36+00:00,1,ZioNazi,@IvankaTrump A zionazists Jews.
1228859771559825408,mariell68324411,2020-02-16 01:52:55+00:00,0,Israel,"A Palestinian-born anti-Israel activist &amp; NYU prof Amin Husain ""recently deleted most of his social media posts"" -- seems he doesn't want to be held responsible for the thuggery he encourages...\nhttps://t.co/kp5vubsP04"
1346113283842060291,prayerdhlamini,2021-01-04 15:16:31+00:00,0,Israel,RT @avitalrachel: *Drive-in vaccination* is being offered in Israel. https://t.co/UCYqouEFeR
1649150010674540568,johnnyjarmour1,2023-04-20 20:36:16+00:00,1,Jews,"When the Jews dug tunnels to smuggle food and weapons into the Warsaw Ghetto, it was a justified act of resistance.\nWhen the Palestinians dig tunnels to smuggle food and weapons into the Gaza Ghetto, the Israelis call it terrorism. https://t.co/p4HjLLIey0"
1294310976125390848,AmjadKhan_AM,2020-08-14 16:32:38+00:00,1,Jews,@HSajwanization The Arabs have almost surrendered since the UAE-Israel agreement.? The banner of Islam against the Jews will now be entirely the responsibility of the non-Jews.? May Allah bless you.? Amen
1345320225235824646,MuskanDasi21,2021-01-02 10:45:11+00:00,0,Israel,#SaturdayThoughts\nDivine great man of lndia prophecy of professional Harare of Israel about sant rampal ji maharaj to know more watch sadhna TV 7 :30 https://t.co/Nxpa6dkbg5
1518659675440492546,jre_73,2022-04-25 18:34:16+00:00,0,Jews,@SaltMiner16 @sadiq3119 @AdiGaskell @elonmusk okay someone saying �kill all Jews� is �free speech� then. Fucking dumbass
1232170931725967362,RiffChick,2020-02-25 05:10:17+00:00,0,Jews,"Our traditions and culture aren't a toybox for Christians to pick through, try on, and play with.   A lot of Jews have died at Christian hands to keep those traditions &amp; that culture alive. Christians have already adapted Jewish holidays to Christianity (Easter, Pentecost, etc.)"
1634790721642196993,beforethe2,2023-03-12 05:37:35+00:00,0,Jews,Are you aware that the #Vatican embassy has run terror operations against #Jews Pope Francis?\n\nI’m all for interfaith dialogue but you are shaking hands with a 🤡 who represents a system responsible for genocide. \n\nAs a Catholic I’m disgusted. https://t.co/cjeqCzF5cm
1396698119027318785,happydave9,2021-05-24 05:22:35+00:00,1,Jews,"(1/2) Why would he say this?  From the Hadith of Sahih Bukhari 4.52.177: ""Allah's Apostle said, The Hour will not be established until you fight with the Jews, and the stone behind which a Jew will be hiding will say: 'O Muslim! There is a Jew hiding behind me, so kill him'.""..."
1180734747301093376,theforeverman,2019-10-06 06:41:15+00:00,1,ZioNazi,"It's the only way to deal with the US ZioNazis - #Putin should learn from #Kim how to do it.. (#NorthKorea says talks with US have FAILED, urges Washington to �reconsider position�) https://t.co/eNAQV4ukiL #CapeTown #SouthAfrica"
1118657880838819840,LisaAnn27392462,2019-04-17 23:29:57+00:00,0,Jews,RT @ramzpaul: If you said that about Jews you would be instantly banned. https://t.co/G7LLPQmofa
1422553699696758791,IsraeliAvraham,2021-08-03 13:43:26+00:00,0,Jews,"Arabs 1897: ""We hate Jews""\n1920: We hate Jews""\n1936: ""We hate Jews""\n1947: ""We hate Jews""\nWorld: ""You can't say that!""\nArabs 1967: ""OK.  We hate Zionists""\nWorld: ""See, they don't hate Jews!"""
1451552297872396289,soitiz,2021-10-22 10:13:31+00:00,0,Israel,Israel labels leading Palestinian human rights groups �terrorist institutions� - https://t.co/jWVRUdViwU by @yumna_patel on @mondoweiss #Palestine https://t.co/ws61ud0UZI
1608150369816772610,buddha_brute,2022-12-28 17:18:20+00:00,1,Israel,Basically the extermination &amp; expulsion of non white jews &amp; gentiles in Israel is about to commence https://t.co/RJ97MDjHRH
1095012926971359232,Briyonce93,2019-02-11 17:33:20+00:00,0,Jews,"Congresswoman Omar�s statements are deeply hurtful to Jews, including myself. https://t.co/u3f2JHESFA"
1130055181050286080,findmethestars,2019-05-19 10:18:45+00:00,0,Jews,"only Jews get to define antisemitism, only Jews get to define antisemitism,only Jews get to define antisemitism, on https://t.co/XBmofj529o"
1293951077939847174,p4pakipower,2020-08-13 16:42:32+00:00,1,Israel,"@AajKamranKhan I think the only lesson it teaches ???? is why the so called Muslim Countries don't do anything substantive for #Kashmir Accepting Israel means accepting their subjugation of Palestine, Labanon, Golan heights in Syria and also the terrorism that they generate in the world...(cont)"
1391646313368854537,Balaram32475344,2021-05-10 06:48:31+00:00,0,Jews,"As the tension escalating in #Jerusalem, think why should India ???? take a stand and support Jews and Israel ???? \nLook at the historical friendship and relationship between Jews and Hindus\n#IndiaStandsWithIsrael https://t.co/4UvDYEO81L"
1511382732026355715,cnocbeag,2022-04-05 16:38:18+00:00,0,Jews,@marypatriciala @helenprejean @RepKyleGreen @KatrinaRJackson We the members of �L�chaim! Jews Against the Death Penalty� stand with you! L�chaim- to Life!
1231950572619694080,cassady_timothy,2020-02-24 14:34:39+00:00,0,Jews,"""And because he saw it pleased the Jews, he proceeded further to take Peter also. (Then were the days of unleavened bread.)"" ~Acts 12:3 #Faith #Bible #God"
1395515754284453892,NebulaSurfer311,2021-05-20 23:04:17+00:00,0,Israel,"RT @Omar_Gaza: 3 minutes to go, Israel kept bombing #Gaza, lets see if the ceasefire holds up or crumbles. #FreePalestine"
1087220343486468098,ban_kpop,2019-01-21 05:28:24+00:00,1,Kikes,Nice quality internet you stupid fucking kikes @comcast https://t.co/tjGYnG49gx
1217486343305158664,mredfellow,2020-01-15 16:38:58+00:00,0,Jews,@realalescouser @Rachael_Swindon No. It's because she conflated Israel government with *all* Jews.\n\nAnd that's blatant antisemitism.
1595925190864785408,DumisaniTemsgen,2022-11-24 23:39:51+00:00,0,Jews,"RT @CarolineGlick: Here is an Israeli Arab truck driver. He deliberately side swipes the Jewish driver on the highway, and nearly killed him.  This is the reality Israeli Jews face in southern Israel with the Beduin and the Galilee with the Arabs.  But Israelis are racist... https://t.co/yU4XCyzIdm"
1512241096885215235,Jaquebelle,2022-04-08 01:29:08+00:00,0,Israel,We strongly condemn the terrorist attack that occurred in Israel today. We are thinking of the victims of today�s attack and the families of those killed. May the memories of those who passed be a blessing.
1345973030548246529,shivamjha6701,2021-01-04 05:59:12+00:00,0,Israel,"1/2\nThe politicians who are creating ruckus in the public they can flew to America, Israel and can get vaccinated by Moderna &amp; Pfizer but can we?\n@Iftikharfariha @vijaita @rahulkanwal @ShashiTharoor"
1165507070776528897,jerweber,2019-08-25 06:11:54+00:00,0,Jews,Im interested to see those exit polls after 2020. How many Jews are going to be voting republican this time? I pre https://t.co/pjVByRJBAP
1584211120444690432,traiman,2022-10-23 15:52:18+00:00,0,Jews,"""Were Jews, for God's sake. We came from Judea. We've been attached to this land for 3,500 years. From the time Abraham came here. You remember Abraham? You know what the name of his grandson was? Benjamin. That's my name. We're here, we're rooted here."""
1272754588987375616,denisejeffcoat9,2020-06-16 04:55:15+00:00,0,Jews,"Catholic Priests, Orthodox Jews Sue Gov. Cuomo, de Blasio For Alleged Selective Lockdowns https://t.co/0KYRueZ1Su via @SaraCarterDC"
1648029372983439367,crowndefensx,2023-04-17 18:23:16+00:00,0,Jews,"Today, we mark Yom HaShoah in remembrance of the six million Jews who were murdered in the Holocaust.\n\nAs we reflect on this atrocity, we recommit ourselves to fighting the scourge of antisemitism and standing united against hatred and division."
1321286351673720832,buffalostryder,2020-10-28 03:03:09+00:00,0,Israel,".@AmbNikkiHaley on Arab leaders working with President Trump on building ties with Israel and advancing Middle East peace: ""They trusted him because he kept his promise. He did exactly what he said he was going to do, and they followed through.�\n\nhttps://t.co/Chh1UpV0pu"
1101387063453253632,theforeverman,2019-03-01 07:41:53+00:00,1,ZioNazi,Of course it's possible but it won't happen because most of the #UN is in the clutches of the ZioNazi US empire which bribes and blackmails its members to do nothing against the Zionist Nazis..#CapeTown #SouthAfrica https://t.co/PJ1GBuVgA3
1614990632531156993,Louiera94200179,2023-01-16 14:19:06+00:00,1,Jews,@KimKardashian after I leave u can't beg a lizard for magic who's gonna help u or the jews God hates ur entire family u have zero help
1644605168275664896,ByHedge,2023-04-08 07:36:42+00:00,0,Israel,"Extremely important! #Israel's *right-wing* ex-Minister of Defense, Moshe Ya'alon, sheds light on Israel's most dangerous government &amp; the supremacist ideology of its Finance &amp; Security Ministers.\n\nListen to every word to understand the ongoing escalation! https://t.co/rC6ZDUCMXk"
1278488610208133122,jakewarkman,2020-07-02 00:40:12+00:00,1,Jews,I'm the bad guy. Yeah that is awesome. I was doing what rock n roll taught me to do. Then some Jews and Ns in company with bitches tell me i got a cellphone.
1394526881316106240,rkivemilf,2021-05-18 05:34:52+00:00,0,Jews,in fact its antisemitic to equate the actions of a government to the entirety of a religion... all zionists are not jews and all jews are not zionists https://t.co/abdd6uFfLK
1320393461917339648,xianmc,2020-10-25 15:55:07+00:00,0,Jews,The use of the police this way against the Jews in New York is shocking and completely out of control.� And let�s all take note: this is being done at the direction of a liberal Democrat Governor. https://t.co/643hy9E1wr
1522866660541087745,Dave2265,2022-05-07 09:11:20+00:00,0,Israel,RT @SaraCarterDC: New White House Press Secretary ‘Anti-Israel Activist’ and Married to CNN Correspondent | Sara A. Carter https://t.co/pE5juG3qDt
1515044375906201603,talkmeadow,2022-04-15 19:08:22+00:00,0,Jews,"Text from mate in Norfolk: �Thought I was mad - but I�ve just  checked and yes , the last person who suggested sending undesirables to Africa ? - was Hitler  thought all Jews should be sent to Madagascar - new low for Boris and co,�"
1633589780804976640,katekaput,2023-03-08 22:05:29+00:00,0,Jews,"@JBsTwoCents So you’re looking for a Christian, you mean? 🙃 Messianics are not Jews, and it’s antisemitic af that Christians continue to allow them to use this name to describe themselves."
1259405806287695873,fxnkls,2020-05-10 08:51:57+00:00,0,Jews,Ukraine�s National Police department demanded from the Jewish community of Kolomiya to provide police the list of all Jews with addresses and mobile phones and Jewish students in universities with addresses and phones. It is explained as fight against transnational criminal gangs https://t.co/re7foVcgHi
1485706554200449030,BettinaSettles,2022-01-24 20:10:20+00:00,0,Jews,I am one of the Jews who suffered at the hands of Nazi Germany. \n\nMy childhood ended when I was six years old.\n\nSTOP EXPLOITING THE MURDER OF MY FAMILY TO WIN A DEBATE ABOUT VACCINES. https://t.co/Sqzwbsrdm9
1152662582672551937,MartyMullen5,2019-07-20 19:32:29+00:00,1,ZioNazi,Attacked by a Zionazi CIA-MI5/6-MOSSAD financed and trained Hong Kong assassin who was unsuccessful.\nHong Kong actor stabbed on stage in frenzied attack during public event (VIDEO) � RT World News https://t.co/EnstPSSP4T
1267936606649892864,p3t3rnincompoop,2020-06-02 21:50:18+00:00,0,Jews,RT @avivaonthenet: A message from jews: acab
1634283639923003418,bubba_meise,2023-03-10 20:02:37+00:00,0,Jews,"10 March 1934 | A Dutch Jewish girl, Carla Bromet, was born in The Hague. \n\nOn 26 February 1944 she was deported from Westerbork to the Theresienstadt ghetto. She arrived at #Auschwitz on 6 October 1944 in a transport of 1,500 Jews. She was murdered in a gas chamber. https://t.co/fn5DrLFH4P"
1228377272664633344,RedSimpson3,2020-02-14 17:55:38+00:00,1,ZioNazi,@RT_com Apartheid israel zionazis blame #Belgium for attacking #Syria now ?
1107326985334743042,smostars,2019-03-17 17:05:01+00:00,0,Jews,"Jews created a path holding signs of solidarity outside a mosque entryway in New York so when Muslims walked through to enter the mosque, they see the support.\n\nTHIS IS HUMANITY \n\nRetweet ?? https://t.co/G1UetqFOZJ"
1426477659165380613,virginiaespino5,2021-08-14 09:35:51+00:00,0,Jews,"RT @AJCGlobal: Qanon, the far-right conspiratorial network, is built upon antisemitism.  Its supporters pose a serious threat to Jews and o?"
1531778135552839680,PartesanJournal,2022-05-31 23:22:21+00:00,0,Jews,The People Who Say #Hitler Was a #Christian: They Either (1) Know he was not but are using the issue to attack #Christianity or (2) They Hate Jews and Believe Hitler was doing right #WWII
1490628919564947456,Louisa_8_1,2022-02-07 10:10:03+00:00,0,Jews,"�The Armenian genocide is an unquestionable reality, there is no denying it�\nhttps://t.co/9G6m7KLvxW"
1103399738924138496,VOANews,2019-03-06 20:59:32+00:00,0,Jews,Poland Weighs Exhumations at Pogrom Site; Jews Object� https://t.co/6UN072UQ4E
1267545466394288129,lizbetm,2020-06-01 19:56:03+00:00,0,Israel,"As Palestinians mobilize to fight #COVID19, Israel continues to steal land to build illegal settlements in the occupied Palestinian territory. \n\n#BDS campaigns that hold Israel to account for violating Palestinian rights are more vital than ever. #SpreadSolidarity https://t.co/O40NcBea9s"
1183057049254535174,rodcampsbay,2019-10-12 16:29:15+00:00,0,Jews,"If the Arabs lay down their arms, there�s no more war. If the Jews lay down their arms, there�s no more Israel. https://t.co/9LpFRG4YDw"
1137614567067045889,IronHorseman101,2019-06-09 06:57:03+00:00,1,ZioNazi,Russia and China ties can only be strengthened since the US stabbed China in the back with a Trade War and Zionazi Naval Forces threatening China in the China Sea and Taiwan... https://t.co/iSMal8er76
1104309827428335621,KristyM9,2019-03-09 09:15:54+00:00,0,Jews,Lets be honest.  The left hates Jews.  They like PLO.  They like Iran.  These are simple truths that are self evid https://t.co/bQ1AGeoLFv
1091393106124128257,edolinsky,2019-02-01 17:49:28+00:00,0,Kikes,"�We got very difficult situation with Kikes. They think they can buy our people, land, faith, but this will not happen. These Jewish degenerates defamed our Jesus Christ�. Antisemitic rally took place in Uman. https://t.co/pKCFyZS3PW"
1537285232042594305,Skyebright8,2022-06-16 04:05:35+00:00,0,Israel,RT @PalBint: Did I get this right: The EU wants Israel a serial human rights abuser to replace Russia as major energy supplier.
1205115123276406784,FarseekerF,2019-12-12 13:20:10+00:00,0,Jews,STOP ATTACKING BLACK JEWS.\n\nBlack Jews are a part of our Jewish community.\n\nBlack Jews are not responsible for what happened in Jersey City.\n\nBlack Jews are not Black Hebrew Israelites.\n\nBlack Jews are in mourning too.\n\nOur Jewish community is only safe when Black Jews are too.
1294102659159535617,tazy_mano,2020-08-14 02:44:51+00:00,0,Israel,U.A.E Accepted Israel ????\n#ShameOnUAE\nSaddest news for all Muslim Ummah ????
1239492952545689600,krallen_3,2020-03-16 10:05:23+00:00,0,Jews,"The Holocaust was the attempt by the Nazis and their collaborators to murder all the Jews in Europe. It shook the foundations of modern civilisation. Learn more about this, and the genocides which followed, on our website: https://t.co/coEFFSnW7y https://t.co/h0qGKD4WCL"
1556295317028540418,ROZA35089150,2022-08-07 15:04:52+00:00,0,Israel,RT @abdaljazzar: Thus passed two days of the aggression of Israel. The martyrs whose emotions were extended to a broader space had busied themselves so intensely adapting to the primitive life of Gaza where their effort has been up so recognized by none but the sky. #GazaUnderAttack  #Gaza https://t.co/2fmPu3LyMO
1576063765191311360,kaleidoscopeT0,2022-10-01 04:17:38+00:00,1,Israel,RT @kaleidoscopeT0: Israel’s Conduct Incomprehensible                                     JEREMIAH 8:4-9
1355356438714003459,GabbyG77,2021-01-30 03:25:30+00:00,0,Jews,"While Marjorie Greene spreads dangerous conspiracies about Jews controlling the world with a Jewish Space Laser, the rest of the GOP is as silent as Jim Jordan at a wrestling sleepover.\n\nRetweet if you agree we must #ExpelHerNow\n\nVideo by Really American host @chipfranklin https://t.co/qRn3fWZkq0"
1286757948161765376,peterproud9,2020-07-24 20:19:36+00:00,0,Jews,"@chelleryn99 LOL sure I have coffee but I don?t donate to a Jew hater who has tea with someone who said Jews drink the blood of gentiles, who defended Sizer, who didn?t notice AS in a mural, who called a murdering terrorist ?brother?. He?s a vile Jew hating loser. Throw away your $$$."
1248316110195359745,ShaiDeLuca,2020-04-09 18:25:27+00:00,0,Jews,"@Ilhan You of course realize that Passover is about Jews leaving our oppressors to return to our indigenous homeland, Israel. Right? You realize the holiday ends with declaring ?next year in Jerusalem?, yes? I?m being facetious. You?re so clueless."
1133433426072068096,1DanielScott,2019-05-28 18:02:41+00:00,0,Jews,@J_TrumpIN Jews 4 Trump.  But reality is all Americans 4 Trump. ??
1568208321030590466,Axolotl_pragmat,2022-09-09 12:02:54+00:00,0,Israel,"RT @PDeepdive: ""Israel is looking for ways to prop up the PA, which it views as a proxy force controlling Palestinians on its behalf.""  Article by @TamaraINassar in @intifada   https://t.co/PMGVGVii1I"
1430219996861509637,aletrevisol,2021-08-24 17:26:34+00:00,0,Israel,"RT @FreedomofPress: Israel's destruction of high-rise buildings in Gaza City, including bureaus of Al Jazeera English and Associated Press, ""apparently violated the laws of war and may amount to war crimes,"" says @hrw https://t.co/ghdyTKcvNt"
1221596350590214144,debra0827,2020-01-27 00:50:40+00:00,0,Jews,"Nothing to see here, just US congresswoman @RashidaTlaib retweeting an antisemitic blood libel accusing Israeli Jews of kidnapping and executing a child. She later undid the RT. Rashida is an embarrassment to the Democratic Party."
1291329336436502528,AtoriaPrim,2020-08-06 11:04:40+00:00,0,Israel,RT @queeralamode: This is what Israel did to Beirut in 2006: https://t.co/GiaPUCpqEz
1394449038171246598,BastardoRaton,2021-05-18 00:25:32+00:00,0,Israel,RT @EliseStefanik: BIDEN ADMIN FIRST 117 DAYS:  ❌ Israel under attack by Hamas ❌ Border crisis ❌ Gas lines ❌ Unemployment/Labor crisis ❌ Trillions in new taxes ❌ Enriching cabinet secretaries ❌ Negotiating with terrorists ❌ Banning fracking ❌ Schools still not open
1354578178832883716,KrisRNielsen,2021-01-27 23:52:59+00:00,0,Jews,"According to @yadvashem, this photograph was among those found in the pockets of murdered Jews in the Klooga Camp after the liberation. He was a young hockey player in Vilna, Poland. Today�and always�we grieve the lives that were lost. #HolocaustMemorialDay https://t.co/GlOvQvDQFq"
1346157425133424640,NAFIUL_AMRI,2021-01-04 18:11:55+00:00,0,Israel,"Israel has vaccinated over 10% of its population for #COVID19, the highest rate in the world.\n\nIt is also distributing the vaccine in the occupied West Bank � but only to Israelis on illegal settlements, not the almost 3 million Palestinians who are under Israeli occupation. https://t.co/jajsS48qUg"
1212254463077031942,Whoyagottatweet,2020-01-01 06:09:21+00:00,1,Jews,"@augustchild2 An elite bloodline from Khazars which split into Freemasonry/1300s,\nJesuits/1500s,\nZionist Jews &amp; Wahhabists/1700s!\n\nWhich all work together as Khazars referring to each other as Ashkenazi Jews as much as possible to form common identity!\n\nWorking with elite Roman Papal families! https://t.co/1fhsAgpXke"
1607473973968928768,Tr0llyTr0llFace,2022-12-26 20:30:35+00:00,0,Jews,@ParanoidUnchain @Ziggydank Your source is some guy named Daniel Brook asserting it without any reference or proof? A guy who never wrote anything else related to the subject matter? Looks like you just googled “lithuania nazi jews” and picked the first link that sounded at least somewhat provocative.
1134330749153402880,TheAesculapius,2019-05-31 05:28:20+00:00,1,ZioNazi,@winstonCovfefe @ac_cibock More FAKE NEWS by the Zionazis and their amen corner
1293974461662793728,SnorriSveinn,2020-08-13 18:15:27+00:00,0,Israel,"The UAE has come out in the open with their unholly alliance with Israel. Using ""stopping annexation"" as an excuse to continue to claim to be pro Palestine. But like we we said when the gulf Arab states waged war on Syria, they were always doing it on behalf of Israel."
1397905845938098186,iqajamil,2021-05-27 13:21:40+00:00,0,Israel,RT @frances_black: A landmark motion is being debated in Dáil Éireann now to label Israel’s illegal settlements and land grab as a de facto annexation of Palestinian land. I believe all parties will support this motion 🇵🇸 This is historic!! #PalestiniansLivesMatter #Gaza https://t.co/5xOjIP6Gn1
1448037316698718208,oneforisrael,2021-10-12 21:26:14+00:00,0,Jews,The Jewish people are #INDIGENOUS to Israel... Jews come from Judea\n\nhttps://t.co/zRiA453MMY
1288655790199451648,AndrewHGross,2020-07-30 02:00:57+00:00,0,Israel,Dani spoke often of the need to ensure that Israel remains a nonpartisan matter in America. He met tirelessly with elected officials and eventually became a close friend of so many of them. 3/8 https://t.co/VwkZs66TbH
1103688981038985217,DeborahDiltz,2019-03-07 16:08:53+00:00,0,Jews,"@carrieksada1 @baalter ""Updated"" to include Hate in general, not anti-Semitism. Jews don't speak out and this is what happens."
1302526824120037376,hadel_xoo,2020-09-06 08:39:29+00:00,0,Jews,"when it was GCSE History class and I learned about the 6 million Jews that died to the hands of Nazis, i couldn?t believe how cold hearted the Germans were ! 75 years later our Uyghur Muslim brothers and sisters deathcount has surpassed The Holocaust , YET THE WORLD STAYS QUIET?!"
1121595955113943041,CirthLiu,2019-04-26 02:04:48+00:00,1,ZioNazi,RT @DerorCurrency: Zionazi agent provocateur to run for #EU parliament https://t.co/ynPcFWBZFb
1467942857319223302,Facts_matter16,2021-12-06 19:43:44+00:00,0,Jews,@Dof_pop @CivEkonom @APFactCheck @AP The excuse for rounding up Jews was that they spread Typhus. Australia already has mandatory �Quarantine Camps� Austria and Canada are already denying essential goods to those not vaccinated. Nuremberg says that people like you who coerce others are just as complicit. https://t.co/VWDw27AwQ3
